simbli_id,school_name,state,address,city,zipcode,phone_number,website,LEAID
36030191,mt.shastaunionelementary,CA,595ealmastreetmt.,shasta,96067,5309266007,mountshastausd.com,626040
36030192,southbayunionelementary,CA,6077lomaave,eureka,95503,7074768549,southbayusd.org,637350
36030193,tri-valleyregionaloccupationalprogram,CA,1040florencerd.,livermore,94550,9254554800,tvrop.org,637050
36030195,yosemiteunified,CA,1261metzrd,soledad,nan,nan,yosemiteusd.com,600160
36030196,plumascharter,CA,1425e.mainstreet,quincy,95971,5302833851,plumascharterschool.org,601773
36030198,seeleyunion,CA,1812westriovista,seeley,92273,7603523571,seeleyusd.org,637110
36030199,southside,CA,4991southsideroad,hollister,95023,8316374439,ssesd.org,637290
36030200,sierrasandsunified,CA,"113w.felsparavenueridgecrest,ca",93555,nan,7604991600,ssusd.org,636800
36030201,silverforkelementary,CA,2701ambertrailpollock,pines,95726,5306445416,ppesd.org,636810
36030202,st.helenaunified,CA,398bst.southsan,francisco,nan,nan,sthelenaunified.org,691041
36030203,sunnyvale,CA,819westiowaavenue,sunnyvale,94086,4085228200,sesd.org,638460
36030204,guadalupeunion,CA,4465ninthstreet,guadalupe,93434,8053432114,guadusd.org,641610
36030205,stanislausofficeofeducation,CA,1100hst.,modesto,95354-2338,2092381700,stancoe.org,691041
36030206,riobravo-greeleyunion,CA,6521enoslane,bakersfield,93314,6615892696,rbgusd.k12.ca.us,641790
36030207,stocktonunified,CA,701n.madisonst.,stockton,95202,2099337000,stocktonusd.net,638010
36030208,robla,CA,5428rosestreet,sacramento,95838,9166495248,robla.k12.ca.us,621480
36030209,sanluisobispoofficeofeducation,CA,3350educationdrivesanluis,obispo,93405,8055437732,https:,691032
36030210,strathmoreunionelementary,CA,19811orangebeltdrive,strathmore,93267,5595681283,suesd.k12.ca.us,638130
36030211,sonomavalleyunified,CA,17850railroadavenue,sonoma,95476,7079356000,sonomaschools.org,637200
36030212,haywardunified,CA,24411amadorstreetpobox5000,hayward,94540-5000,5107842600,husd.us,616740
36030213,napavalleyunified,CA,2425jeffersonstreet,napa,94558,7072533715,nvusd.k12.ca.us,626640
36030214,sundaleunionelementary,CA,13990ave240,tulare,93274,5596887451,sundaleschool.com,638340
36030215,kitcarsonunionelementary,CA,98957thave.,hanford,93230,5595822843,kitcarsonschool.com,619890
36030216,surprisevalleyjointunified,CA,470lincolnst.,cedarville,96104,5302796141,svjusd.org,638520
36030217,farmersvilleunified,CA,571e.citrus,farmersville,93223,5595922010,farmersville.k12.ca.us,600035
36030219,klamath-trinityjointunified,CA,11800statehighway96pobox1308,hoopa,95546,5306255600,ktjusd.k12.ca.us,619950
36030221,sweetwaterunionhigh,CA,11305thavechula,vista,91911-2812,6196915500,sweetwaterschools.org,638640
36030222,helendale,CA,15350riverviewroadp.o.box249,helendale,92342,7609521180,helendalesd.org,602430
36030223,taftunionhigh,CA,701wildcatway,taft,93268,6617632300,taftunion.org,638730
36030224,valleycenter-paumaunified,CA,150s3rdave,arcadia,nan,nan,vcpusd.org,600069
36030225,tahoetruckeeunified,CA,2300sanjuanhighwaysanjuan,bautista,nan,nan,ttusd.org,638980
36030226,luciamarunified,CA,602orchardst.arroyo,grande,93420,8054743000,luciamarschools.org,623080
36030227,windsorunified,CA,9291oldredwoodhwy#500,windsor,95492,7078377700,wusd.org,600034
36030228,templecityunified,CA,9700lastunasdr.,templecity,91780,6265485000,tcusd.net,638980
36030229,santamaria-bonita,CA,708s.millerstsanta,maria,93454,8059281783,smbsd.org,605580
36030230,tiptonelementary,CA,p.o.box787,tipton,93272-0787,5597524213,tiptonschool.org,639300
36030231,sanmigueljointunion,CA,1601lstreetsan,miguel,93451,8054673216,sanmiguelschools.org,635010
36030232,trinityalpsunified,CA,pobox1227321victorylane,weaverville,95660,5306236104,tausd.org,601331
36030233,tularejointunionhigh,CA,16703s.clarkave.,bellflower,nan,nan,tjuhsd.org,639930
36030234,wascounionelementary,CA,11025thst,wasco,93280,6617587100,wuesd.org,641400
36030235,woodvilleunion,CA,16541rd.168,porterville,93257,6869712,woodvilleschools.org,604620
36030236,elkgroveunified,CA,9510elkgrove-florinroadelk,grove,95624,9166865085,egusd.net,612330
36030237,exeterunified,CA,215n.crespiave,exeter,93221,5595929421,exeter.k12.ca.us,601423
36030238,fillmoreunified,CA,627sespeave,fillmore,93015,8055246000,fillmoreusd.org,613800
36030239,firebaughlasdeltasunified,CA,1976morriskyledr.,firebaugh,93622,5596591476,fldusd.org,601426
36030240,folsomcordovaunified,CA,1965birkmontdriverancho,cordova,95742,9162949000,fcusd.org,601426
36030241,foresthillunion,CA,24750mainstreet,foresthill,95631,5303672966,fusd.org,604260
36030242,tularecity,CA,600northcherryst.,tulare,93274,5596857200,tcsdk8.org,639870
36030243,fullertonjointunionhigh,CA,1051w.bastanchuryroad,fullerton,92833,7148702800,fjuhsd.org,614760
36030244,galtjointunionhigh,CA,150camelliaway,galt,95632,2097453061,ghsd.us,614820
36030245,tulelakebasinjointunified,CA,850mainstreet,tulelake,96134,5306672295,tulelakeschools.org,639940
36030246,gatewaycommunitycharters,CA,5112arnoldave.suitea,mcclellan,95652,9162865129,gcccharters.org,615180
36030247,gatewayunified,CA,2250mesquitedrivesanta,rosa,nan,nan,gatewayusd.org,614950
36030248,tuolumneofficeofeducation,CA,175fairviewlane,sonora,95370,2095362000,tcsos.us,601409
36030249,gilroyunified,CA,7810arroyocircle,gilroy,95020,6692054000,gilroyunified.org,615180
36030250,tworockunion,CA,5001springhillrd,petaluma,94952-4634,7077626617,trusd.org,640260
36030252,union,CA,5175unionavenuesan,jose,95124,4083778010,unionsd.org,605820
36030254,grassvalley,CA,10840gilmorewaygrass,valley,95945,5302734483,gvsd.us,624090
36030255,uplandunified,CA,390northeuclidavenue,upland,91786,9099851864,upland.k12.ca.us,600016
36030256,hart-ransomunion,CA,3920shoemakeavenue,modesto,95358,2095239996,hartransom.org,624150
36030257,upperlakeunified,CA,675clovervalleyrd.upper,lake,95485,7072752655,ulusd.org,601442
36030258,hawthorne,CA,14120hawthorneblvd.,hawthorne,90250,3106762276,hawthorne.k12.ca.us,616680
36030259,heberelementary,CA,1052heberave.,heber,92249,7603376530,hebersd.org,616830
36030260,hemetunified,CA,1791w.acaciaave.,hemet,92545,9517655100,hemetusd.org,616920
36030261,valverdeunified,CA,975westmorganstreet,perris,92571,9519406100,valverde.edu,691135
36030262,hillsboroughcity,CA,300elcerritoavenue,hillsborough,94010,6503425193,hcsdk8.org,624330
36030263,hollister,CA,2690cienegaroad,hollister,95023,8316306300,hesd.org,617340
36030264,imperialunified,CA,219northestreet,imperial,92251,7603553200,do.imperialusd.org,618210
36030265,inglewoodunified,CA,401southinglewoodavenue,inglewood,90301,3104192700,inglewoodusd.com,618390
36030266,vallecitounion,CA,pobox329,avery,95224,2097958500,vallecitok12.com,640680
36030267,irvineunified,CA,5050barrancaparkway,irvine,92604,9499365000,iusd.org,684500
36030268,vallecitos,CA,52115thstreet,fallbrook,92028,7607287092,vallecitossd.net,606690
36030269,jeffersonelementary,CA,101lincolnavenue,dalycity,94015,6509911000,jsd.k12.ca.us,625110
36030270,jeffersonunionhigh,CA,"123edgemontdrive,buildinga",dalycity,94015,6505507900,juhsd.net,618930
36030271,valleyregionaloccupationalprogram,CA,1305qstreet,sanger,93657,5598762122,valleyrop.net,625190
36030272,venturaunified,CA,255w.stanleyave.,ventura,93001,8056415000,venturausd.org,640980
36030273,johnswettunified,CA,400parkeravenue,rodeo,94572,5102454300,jsusd.org,618990
36030274,kentfield,CA,3060snowsroad,camino,nan,nan,kentfieldschools.org,641190
36030275,keppelunion,CA,34004128theast,pearblossom,93553,6619442155,keppelunion.org,607500
36030276,victorvalleyunionhigh,CA,16350mojavedr,victorville,92395,7609553201,vvuhsd.org,636972
36030277,vistaunified,CA,1234arcadiaavenue,vista,92084,7607262170,vistausd.org,641190
36030278,kingscanyonunified,CA,180110thstreet,reedley,93654,5593057010,kcusd.com,625690
36030279,walnutcreek,CA,960ygnaciovalleyrdwalnut,creek,94596,9259446850,walnutcreeksd.org,625740
36030280,knightsenelementary,CA,1923deltaroad,knightsen,94548,9256250073,kesd-ca.schoolloop.com,620040
36030281,warnerunified,CA,30951highway79warner,springs,92086,7607823517,warnerusd.net,600042
36030282,lacanadaunified,CA,8316redoakstreetrancho,cucamonga,nan,nan,lcusd.net,620130
36030283,lakeelementary,CA,4672countyroadn,orland,95963,5308651255,lakeschool.org,620610
36030285,lakeelsinoreunified,CA,6625lapalmaave.buena,park,nan,nan,leusd.k12.ca.us,600027
36030286,westernplacerunified,CA,6006thstste400,lincoln,95648,9166456350,wpusd.org,642140
36030287,laketahoeunified,CA,1021altahoeblvd.southlake,tahoe,96150,5305412850,ltusd.org,620640
36030288,lamontelementary,CA,7915burgundyave.,lamont,93241,6618450751,lamontschooldistrict.org,620850
36030289,westwoodunified,CA,4th&greenwoodstreet,westwood,96137,5302562311,westwoodusd.org,642300
36030290,lancaster,CA,44711cedarave,lancaster,93534,6619484661,lancsd.org,608760
36030291,wheatlandunionhigh,CA,1010wheatlandrd.,wheatland,95692-9798,5306333100,wheatlandhigh.org,642350
36030292,laslomitaselementary,CA,1011altschulavenuemenlo,park,94025,6508546311,llesd.org,622380
36030293,lassenunionhigh,CA,1000mainst.,susanville,96130,5302575134,lassenhigh.org,621060
36030294,williamsunified,CA,26011thstreet,williams,95987,5304732550,williamsusd.net,642540
36030295,lemongrove,CA,8025lincolnstreetlemon,grove,91945,6198255600,lemongrovesd.net,621330
36030296,willitsunified,CA,1277blosserlane,willits,95490,7074595314,willitsunified.com,642560
36030297,lemooreunionelementary,CA,1200w.cinnamondrive,lemoore,93245,5599246800,luesd.k12.ca.us,621360
36030298,willowsunified,CA,823westlaurelst,willows,95988,5309346600,willowsunified.org,642710
36030299,lennox,CA,10319firmonaave,lennox,90304,3106954000,lennox.k12.ca.us,621420
36030300,wilmarunion,CA,3775bodegaave,petaluma,94952,7077654340,wilsonschoolpetaluma.org,627060
36030301,lindenunified,CA,18527e.mainstreet,linden,95236,2098873894,lindenusd.com,621810
36030302,littlelakecity,CA,10515southpioneerblvd.santafe,springs,90670,5628688241,llcsd.net,609570
36030303,loomisunion,CA,3290humphreyroad,loomis,95650,9166521800,loomis-usd.k12.ca.us,609620
36030304,losalamitosunified,CA,10293bloomfieldst.los,alamitos,90720,5627994700,losal.org,622590
36030305,losaltos,CA,201covingtonroadlos,altos,94024,6509471150,lasdschools.org,609810
36030307,losgatos-saratogaunionhigh,CA,17421farleyroadwestlos,gatos,95030,4083542520,lgsuhsd.org,622800
36030309,losgatosunion,CA,201sixthstreet,coronado,nan,nan,lgusd.org,609870
36030311,lgsrecreation,CA,208e.mainstreetlos,gatos,95030,4083548700,lgsrecreation.org,609990
36030313,losnietos,CA,8324s.westmanavenue,whittier,90606,5626920271,lnsd.net,622890
36030315,lucernevalleyunified,CA,8560alientoroadlucerne,valley,92356,7602486108,lucernevalleyusd.org,600015
36030317,magnolia,CA,2705westorangeave.,anaheim,92804-3298,7147615533,magnoliasd.org,610350
36030319,mammothunified,CA,461sierraparkroadmammoth,lakes,93546,7609346802,mammothusd.org,623530
36030321,martinezunified,CA,2111missionave.,oceanside,nan,nan,,624030
36030322,mattoleunified,CA,9716hintonave,delhi,nan,nan,sites.google.com,600038
36030325,mccabeunionelementary,CA,3460lesterroad,denair,nan,nan,muesd.net,624180
36030329,menifeeunion,CA,29775haunroad,menifee,92586,9516721851,menifeeusd.org,624540
36030330,metropolitaneducation,CA,19405buenavistablvd.,arvin,nan,nan,metroed.net,601398
36030331,millvalley,CA,411sycamoreavenuemill,valley,94941,4153897700,mvschools.org,628530
36030332,millbraeelementary,CA,555richmonddrive,millbrae,94030,6506975693,millbraeschooldistrict.org,624900
36030333,milpitasunified,CA,180southfirststreet,dixon,nan,nan,musd.org,624500
36030334,mojaveunified,CA,8altarindaroad,orinda,nan,nan,mojave.k12.ca.us,625230
36030335,morenovalleyunified,CA,25634alessandroblvd.moreno,valley,92553,9515717500,mvusd.net,625800
36030336,morganhillunified,CA,15600concordcirclemorgan,hill,95037,4082016000,mhusd.org,625830
36030337,morongounified,CA,pobox12095715utahtrailtwentynine,palms,92277,7603679191,morongo.k12.ca.us,625860
36030338,murrietavalleyunified,CA,41870mcalbycourt,murrieta,92562,9516961600,murrieta.k12.ca.us,600029
36030339,national,CA,1500nave,nationalcity,91950,6193367500,nsd.us,630180
36030341,natomasunified,CA,1901arenablvd.,sacramento,95834,9165675400,natomasunified.org,600036
36030343,needlesunified,CA,1900erindrive,needles,92363,7603264057,needlesusd.org,626760
36030344,nevadacity,CA,800hooverlane,nevadacity,95959,5302651820,ncsd.school,630360
36030345,nevadajointunionhigh,CA,11645ridgeroadgrass,valley,95945,5302733351,njuhsd.com,626880
36030346,newhall,CA,25375orchardvillageroad,valencia,91355,6612914000,newhallschooldistrict.com,627180
36030347,newport-mesaunified,CA,2985bearstreetcosta,mesa,92626,7144245000,web.nmusd.us,627240
36030348,northmontereyunified,CA,mailingaddress13994castrovilleblvd.,castroville,95012,8316333343,nmcusd.org,627590
36030349,northorangeregionaloccupationalprogram,CA,385n.mullerstreet,anaheim,92801,7145025800,nocrop.org,611700
36030350,northernalamedaadulteducationcollective,CA,333east8thstreet,oakland,94606,5104667246,naaec.org,611700
36030351,novatounified,CA,1015seventhstreet,novato,94945,4158974201,nusd.org,627720
36030352,nuviewunion,CA,29780lakeviewave.,nuevo,92567,9519280066,nuviewusd.org,627780
36030353,oceanview,CA,17200pinehurstlanehuntington,beach,92647,7148472551,ovsd.org,616620
36030354,pacifica,CA,375reinadelmar,pacifica,94044,6507386600,pacificasd.org,620460
36030355,palmspringsunified,CA,150districtcenterdrivepalm,springs,92264,7608832700,psusd.us,629550
36030356,palmdale,CA,39139north10thstreeteast,palmdale,93550,6619477191,palmdalesd.org,631710
36030357,princetonjointunified,CA,473statestreet,princeton,95970,5304392261,pjusd.org,631620
36030358,paloverdeunified,CA,825n.lovekinblvd.,blythe,92225,7609224164,pvusd.us,629640
36030359,ramonaunified,CA,720ninthstreet,ramona,92065-2348,7607872000,ramonausd.net,617430
36030360,palosverdespeninsulaunified,CA,375viaalmarpalosverdes,estates,90274,3103789966,pvpusd.net,629700
36030361,redding,CA,5885e.bonnyviewroad,redding,96047,5302250011,reddingschools.net,612690
36030362,panama-buenavistaunion,CA,3970lacolinardsanta,barbara,nan,nan,pbvusd.k12.ca.us,606390
36030363,redondobeachunified,CA,1401inglewoodave.redondo,beach,90278-3912,3103795449,rbusd.org,600032
36030364,paradiseunified,CA,6696clarkrd.,paradise,95969,5308726400,pusdk12.org,629820
36030365,parlierunified,CA,900newmarkave.,parlier,93648,5596462731,parlierunified.org,629910
36030366,reedscreekelementary,CA,18335johnsonrdred,bluff,96080,5305276006,reedscreek.org,632250
36030367,reef-sunsetunified,CA,1225s.7thave.,avenal,93204-1425,5593869083,rsusd.org,632270
36030368,pasoroblesjointunified,CA,800niblickroadpaso,robles,93446,8057691000,pasoschools.org,600048
36030369,pattersonjointunified,CA,510keystoneblvd,patterson,95363,2098957700,patterson.k12.ca.us,630030
36030370,rescueunion,CA,2390basslakerd,rescue,95672-9571,5306774461,rescueusd.org,600001
36030371,petalumacity,CA,200douglasstreet,petaluma,94952,7077784813,petalumacityschools.org,618510
36030372,rialtounified,CA,182ewalnutave,rialto,92376-3530,9098207700,kec.rialto.k12.ca.us,632370
36030373,piedmontunified,CA,220bakerroad,satsuma,nan,nan,piedmont.k12.ca.us,100189
36030374,placerhillsunion,CA,16801placerhillsroadmeadow,vista,95722,5308782606,phusd.k12.ca.us,601710
36030375,richfieldelementary,CA,313westwintonave,hayward,nan,nan,richfieldschool.org,632400
36030376,placerunionhigh,CA,13000newairportrd.,auburn,95603,5308864400,puhsd.k12.ca.us,630750
36030377,rimoftheworldunified,CA,lakegregoryeducationcenter24740sanmoritzway,crestline,92325,9093364100,rimsd.k12.ca.us,632610
36030378,placervilleunion,CA,1032thompsonway,placerville,95667,5306227216,pusdk8.us,601860
36030379,rinconvalleyunion,CA,1000yulupaavenuesanta,rosa,95405,7075427375,rvusd.org,619320
36030380,pleasantvalley,CA,4410konoctiroad,kelseyville,nan,nan,pleasantvalleysd.org,630990
36030381,rio,CA,1800solardrive,oxnard,93030,8054853111,rioschools.org,601890
36030382,pleasantonunified,CA,5758w.laspositasblvd.,pleasanton,94588,9254625500,pleasantonusd.net,600020
36030383,riverdeltaunified,CA,445montezumastrio,vista,94571-1651,7073741700,rdusd.org,602010
36030384,plumaslakeelementary,CA,2743plumasschoolrd.plumas,lake,95961,5307434428,plusd.org,631180
36030385,plumasofficeofeducation&plumasunified,CA,50churchstreet,quincy,95971,5302836500,pcoe.k12.ca.us,619540
36030386,riverdalejointunified,CA,3160wmountwhitneyave,riverdale,93656,5598678200,rjusd.org,600040
36030387,pollockpineselementary,CA,2701ambertrailpollock,pines,95726,5306445416,ppesd.org,631290
36030388,popevalleyunionelementary,CA,6200popevalleypobox167pope,valley,94567,7079652402,pvk8.org,631380
36030389,rocklinunified,CA,2615sierrameadowsdrive,rocklin,95677,9166242428,rocklinusd.org,600013
36030390,ravenswoodcity,CA,2120euclidave.eastpalo,alto,94303,6503292800,ravenswoodschools.org,619680
36030391,roseland,CA,1691burbankavenuesanta,rosa,95407,7075450102,roselandsd.org,633510
36030392,redbluffjointunionhigh,CA,p.o.box1507red,bluff,96080,5305298700,rbhsd.org,632010
36030393,rosevillecity,CA,1050mainst,roseville,95678,9167711600,rcsdk8.org,602450
36030394,redbluffunionelementary,CA,1755airportblvd.red,bluff,96080,5305277200,rbuesd.org,631980
36030395,rossvalley,CA,100shawdrivesan,anselmo,94960,4154542162,rossvalleyschools.org,603000
36030396,redlandsunified,CA,20w.lugoniaavenue,redlands,92374,9093075300,redlandsusd.net,632070
36030397,redwoodcity,CA,750bradfordstreet,redwoodcity,94063,6504822200,rcsdk8.net,603180
36030398,roundvalleyjointelementary,CA,300nroundvalleyrd,bishop,93514-9632,7603872525,rvjesd-ca.schoolloop.com,633690
36030399,reedunion,CA,277akarenway,tiburon,94920,4153811112,reedschools.org,603610
36030400,roundvalleyunified,CA,p.o.box276,covelo,95428-0276,7079836171,roundvalleyschools.org,633720
36030401,richland,CA,300northvalleyst.,shafter,93263,6617468600,rsdshafter.org,600061
36030402,riponunified,CA,304n.acaciaavenue,ripon,95366,2095992131,riponusd.net,632880
36030403,sacramentocityunified,CA,573547thave.,sacramento,95824-4528,9166437400,scusd.edu,633840
36030404,riverbankunified,CA,67157thstreet,riverbank,95367,2098692538,riverbank.k12.ca.us,600061
36030405,sanbenitohigh,CA,1220montereyst.,hollister,95023-4708,83163758311132,sbhs.sbhsd.org,634140
36030406,riversideunified,CA,338014thstreet,riverside,92501,9517887135,riversideunified.org,633150
36030407,romoland,CA,25900leonroad,homeland,92548,9519269244,romoland.net,605790
36030408,rosemead,CA,261dstreet,brawley,nan,nan,rosemead.k12.ca.us,606480
36030409,sanbernardinocityunified,CA,777n.fst.san,bernardino,92410-3017,9093811245,sbcusd.com,634170
36030410,ross,CA,9lagunitasroad,ross,94957,4154572705,rossbears.org,606900
36030411,rowlandunified,CA,155nthirdstreet,campbell,nan,nan,rowlandschools.org,633750
36030412,sanbrunopark,CA,500acaciaavesan,bruno,94066-4222,6506243100,sbpsd.org,600067
36030413,saddlebackvalleyunified,CA,25631petera.hartmanwaymission,viejo,92691,9495861234,svusd.org,633860
36030414,salidaunion,CA,4801siskroad,salida,95368,2095450339,salida.k12.ca.us,621000
36030415,sancarlos,CA,"1200industrialrd.,unit9san",carlos,94070,6505087333,scsdk8.org,612600
36030416,sandiegoofficeofeducation,CA,6401lindavistaroadsan,diego,92111,8582923500,sdcoe.net,691030
36030417,sangabrielunified,CA,408juniperoserradrivesan,gabriel,91776,6264515400,sgusd.k12.ca.us,634425
36030418,sandiegounified,CA,4100normalstsan,diego,92103,6197258000,sandiegounified.org,634320
36030419,sanjacintounified,CA,2045s.sanjacintoavesan,jacinto,92583,9519297700,sanjacinto.k12.ca.us,634440
36030421,sanjoseunified,CA,2310aldergroveave,escondido,nan,nan,sjusd.org,634590
36030422,sanlorenzovalleyunified,CA,325marionave.ben,lomond,95005-9403,8313365194,slvusd.org,634740
36030423,sanleandrounified,CA,1145aladdinavesan,leandro,94577,5106673500,slusd.us,634680
36030424,sanmarinounified,CA,1665westdr.san,marino,91108,6262997000,smusd.us,634860
36030425,sanpasqualunion,CA,15305rockwoodrd.,escondido,92027-6700,7607454931,sanpasqualunion.net,613530
36030426,sanpasqualvalleyunified,CA,676baselinerd,winterhaven,92283,7605720222,spvusd.org,635070
36030427,sanmateounionhigh,CA,650n.delawarestreetsan,mateo,94401,6505582299,smuhsd.org,634980
36030428,sanmateo-fostercity,CA,1170chessdrive,fostercity,94404,6503127700,smfcsd.net,634920
36030429,sanramonvalleyunified,CA,699oldorcharddr,danville,94526-4331,9255525500,srvusd.net,635130
36030430,sanrafaelcity,CA,310novaalbionwaysan,rafael,94903,4154923233,srcs.org,609780
36030431,sangerunified,CA,1005hoagstreet,corning,nan,nan,sanger.k12.ca.us,635250
36030433,santaclaraunified,CA,1889lawrenceroadsanta,clara,95051,4084232000,santaclarausd.org,635430
36030434,santacruzcity,CA,133missionst.ste.100santa,cruz,95060,8314293410,sccs.net,609850
36030435,santamonica-malibuunified,CA,1717fourthstreetsanta,monica,90401,3104508338,smmusd.org,635700
36030436,santapaulaunified,CA,201s.steckelsanta,paula,93060,8059338800,santapaulausd.org,601421
36030437,santamariajointunionhigh,CA,519e.badillost.,covina,nan,nan,smjuhsd.org,635670
36030438,santarosacity,CA,211ridgwayavenuesanta,rosa,95401,7078903800,srcschools.org,601329
36030439,saratogaunion,CA,20460forresthillsdrive,saratoga,95070,4088673424,saratogausd.org,636940
36030440,saugusunion,CA,24930avenuestanfordsanta,clarita,91355,6612945300,saugususd.org,635970
36030442,selmaunified,CA,3036thompsonavenue,selma,93662,5598986500,selmausd.org,636270
36030443,siskiyouunionhigh,CA,624everittmemorialhwymt.,shasta,96067,5309263006,sisuhsd.net,636940
36030444,snowlinejointunified,CA,4075nielsonroad,phelan,92371,7608685817,snowlineschools.com,636970
36030445,santaritaunionelementary,CA,301wwashingtonblvd,crescentcity,nan,nan,santaritaschools.org,635790
36030446,sonomaofficeofeducation,CA,5340skylaneboulevardsanta,rosa,95403,7075242600,scoe.org,691040
36030447,santaynezvalleyunionhigh,CA,2975missiondrive,solvang,93463,8056886487,syvuhsd.org,635850
36030448,sonomaselpa/sonomacharterselpa,CA,5340skylaneblvd.santa,rosa,95403,7075242752,sonomaselpa.org,615270
36030450,sausalitomarincity,CA,200phillipsdr,sausalito,94965-1194,4153323190,smcsd.org,636000
36030451,sonoraunionhigh,CA,100schoolstreet,sonora,95370,2095338510,sonorahigh.org,637260
36030452,savanna,CA,1330sknottave,anaheim,92804,7142363800,savsd.org,600065
36030453,southwhittier,CA,11200telechronavenue,whittier,90605,5629446231,swhittier.k12.ca.us,615480
36030455,southernhumboldtjointunified,CA,110schoolroad,miranda,95553,7079431789,sohumusd.com,637590
36030456,standardelementary,CA,1200northchesterave.,bakersfield,93308,6613922110,standardschools.net,637890
36030457,sebastopolunion,CA,7611huntleyst,sebastopol,95472-3668,7078294570,sebastopolschools.org,615600
36030458,stanislausselpa,CA,1325celestedrive,modesto,95355,2092386550,selpa.stancoe.org,615600
36030459,sequoiaunionhigh,CA,480jamesavenue,redwoodcity,94062,6503691411,seq.org,636390
36030460,stanislausunionelementary,CA,2410jannaave.,modesto,95350,2095299546,stanunion.k12.ca.us,637950
36030461,shastaofficeofeducation,CA,1644magnoliaavenue,redding,96001,5302250200,shastacoe.org,691037
36030462,sulphurspringsunion,CA,27000weyerhaeuserwaysanta,clarita,91351,6612525131,sssd.k12.ca.us,638220
36030463,summervilleunionhigh,CA,17555tuolumneroad,tuolumne,95379,2099283498,summbears.net,638280
36030464,shastaunionelementary,CA,5885e.bonnyviewrd.,redding,96001,5302431110,shastaunionschool.net,636570
36030465,sunolglenunified,CA,11601mainstreet,sunol,94586,9258622026,sunol.k12.ca.us,600021
36030466,shastaunionhigh,CA,2200eurekawaysuiteb,redding,96001,5302413261,suhsd.net,636600
36030467,sylvanunion,CA,605sylvanavenue,modesto,95350,2095745000,sylvan.k12.ca.us,616470
36030468,tamalpaisunionhigh,CA,395dohertydr.p.o.box605(94977),larkspur,94939,4159451000,tamdistrict.org,638790
36030469,shorelineunified,CA,p.o.box198,tomales,94971,7078782266,shorelineunified.org,636670
36030470,tehachapiunified,CA,300southrobinsonst.,tehachapi,93561,6618222100,tehachapiusd.com,638880
36030471,turlockunified,CA,1574ecanaldrive,turlock,95380,2096670632,turlock.k12.ca.us,600158
36030472,tustinunified,CA,300southcstreet,tustin,92780,7147307301,tustin.k12.ca.us,640150
36030473,sierra-plumasjointunified&sierraofficeofeducation,CA,"p.o.box955,109beckwithrd",loyalton,96118,5309931660,sierracountyschools.org,630840
36030474,sierraunified,CA,29143auberryroad,prather,93651,5598553662,sierrausd.org,636805
36030475,simivalleyunified,CA,101westcochranstreetsimi,valley,93065,8053064500,simivalleyusd.org,636840
36030476,twinriversunified,CA,5115dudleyblvd.mcclellan,park,95652,9165661600,trusd.net,601332
36030477,solanabeach,CA,309northriosave.solana,beach,92075,8587947100,sbsd.k12.ca.us,600064
36030478,soledadunified,CA,1261metzrd,soledad,93960,8316783950,soledadusd.org,637050
36030479,ukiahunified,CA,511southorchardavenue,ukiah,95482,7074725000,uusd.net,640300
36030480,solvang,CA,565atterdagrd.,solvang,93463-2690,80568848104453,solvangschool.org,642810
36030481,sonora,CA,830greenleyrd,sonora,95370-5203,2095325491,ses.k12.ca.us,642810
36030482,unionhillelementary,CA,300w.whitneyave,woodlake,nan,nan,unionhillschooldistrict.org,640380
36030483,soquelunionelementary,CA,620montereyave,capitola,95010,8314645639,suesd.org,637290
36030485,southforkunion,CA,5225kelsovalleyrd.,weldon,93283-9564,7603784000,southforkschool.org,637470
36030487,southsanfranciscounified,CA,398bst.southsan,francisco,94080-4423,6508778700,ssfusd.org,637530
36030488,southerncaliforniaroc,CA,2300crenshawblvd,torrance,90501-3324,3102244221,socalroc.com,600107
36030490,lawndaleelementary,CA,4161w.147thstreet,lawndale,90260,3109731300,lawndalesd.net,621210
36030491,washingtonunionelementary,CA,43sanbenanciord.,salinas,93908,8314842166,washingtonusd.org,641610
36030493,washingtonunified.,CA,7950s.elmavenue,fresno,93706,5594955600,washingtonunified.org,615510
36030494,legrandunionhigh,CA,401northfairviewavenue,goleta,nan,nan,lghs.k12.ca.us,621270
36030496,waughelementary,CA,860mariadrive,petaluma,94954,7077620202,waughsd.org,641790
36030497,lemooreunionhigh,CA,5powellavenue,lemoore,93245,5599246610,luhsd.k12.ca.us,621400
36030498,lewistonelementary,CA,685lewistonrd,lewiston,96052,5307783984,lewistonesd.com,621480
36030499,westcontracostaunified,CA,1108bissellavenue,richmond,94801,5102311100,wccusd.net,632550
36030501,libertyelementary,CA,1771e.pacificave,tulare,93274,5566861675,libertyelementary.org,643140
36030502,williams.hartunionhigh,CA,21380centrepointeparkwaysanta,clarita,91350,6612590033,hartdistrict.org,642510
36030503,lindsayunified,CA,371ehermosa,lindsay,93247,5595625111,lindsay.k12.ca.us,621870
36030504,woodsideelementary,CA,3195woodsiderd.,woodside,94062,6508511571,woodsideschool.us,643140
36030505,yrekaunion,CA,309jacksonstreet,yreka,96097,5308421168,yrekausd.net,641460
36030506,liveoak,CA,984-1bostwicklanesanta,cruz,95062,8314756333,losd.ca,609480
36030507,alhambraunified,CA,1515westmissionroad,alhambra,91803,6269433000,ausd.us,600153
