simbli_id,school_name,state,address,city,zipcode,phone_number,fax_number,website
36030675,Alisal Union School District,CA,155 Bardin Road,Salinas,93905,8317535700,8317535278,https://www.alisal.org/Page/1
36030676,Kenwood School District,CA,230 Randolph Avenue,Kenwood,95452,7078332500,7078332181,http://www.kenwoodschool.org/
36030677,Alpaugh Unified School District,CA,5313 Road 39 PO Box 9,Alpaugh,93201,5599498413,,https://www.alpaughusd.org/
36030678,Kern High School District,CA,5801 Sundale Ave,Bakersfield,93309,6618273100,,http://www.kernhigh.org/
36030679,Alta Loma School District,CA,9390 Base Line Road  Alta,Loma,91701,9094845151,,http://www.alsd.k12.ca.us
36030680,Kernville Union School District,CA,3240 Erskine Creek Road  Lake,Isabella,93240,7603793651,7603793812,http://www.kernvilleusd.org/
36030681,Alta Vista Elementary School District,CA,2293 E. Crabtree Ave.,Porterville,93257-5225,5597825700,5597825715,http://www.altavistaesd.org
36030682,Keyes Union School District,CA,4801 Lucinda Ave,Keyes,95238,2096692921,,http://www.keyes.k12.ca.us/
36030683,Alum Rock Union School District,CA,2930 Gay Ave  San,Jose,95127,4089286800,,https://www.arusd.org/
36030684,King City Union School District,CA,104 S. Vanderhurst Ave.,King City,93930,8313852940,,http://www.kcusd.org/board-of-trustees.html
36030686,Kings River Union Elementary School District,CA,3961 Avenue 400,Kingsburg,93631,5598977209,,http://www.kingsriverelementary.org/
36030687,Amador County Unified School District & Amador County Office of Education,CA,217 Rex Avenue,Jackson,95642,2092231750,2092231733,https://amadorcoe.org
36030688,Kings River-Hardwick School District,CA,,,,,,https://www.kingsriverhardwick.com/
36030689,Anaheim Elementary School District,CA,1001 S East St.,Anaheim,92805,7145177500,,http://anaheimelementary.org/
36030690,Willow Lake School District 12-3,SD,,,,,,https://www.willowlake.k12.sd.us/
36030692,Antelope Valley Union High School District,CA,,,,,,http://www.avdistrict.org
36030694,Kingsburg Elementary Charter School District,CA,1310 Stroud Ave,Kingsburg,93631,5598972331,5598974784,https://www.kesd.org/
36030695,Arcata Elementary School District,CA,1435 Buttermilk Ln.,Arcata,95521,7078220351,7078226589,http://www.arcataschooldistrict.org/
36030696,Kingsburg Joint Union High School District,CA,,,,,,http://kjuhsd.com/
36030697,Armona Union Elementary School District,CA,11115 C Street PO Box 368,Armona,93202,5595835000,5595835004,http://auesd.com/
36030698,Atascadero Unified School District,CA,,,,,,http://www.atasusd.org/home-2
36030699,La Habra City School District,CA,500 North Walnut Street  La,Habra,90631,5626902305,5626904154,https://www.lahabraschools.org/
36030701,La Mesa-Spring Valley School District,CA,,,,,,http://lmsvschools.org
36030702,Azusa Unified School District,CA,546 So. Citrus Ave,Azusa,91702,6269676211,6268586123,https://www.azusa.org/
36030703,Baker Valley Unified School District,CA,72100 School House Lane PO Box 460,Baker,92309,7607334567,7607334605,http://www.baker.k12.ca.us/
36030705,Baldwin Park Unified School District,CA,3699 North Holly Avenue  Baldwin,Park,91706,6269623311,6268564901,http://www.bpusd.net/
36030706,Lagunita School District,CA,ol District 975 San Juan Grade Road,Salinas,93907,8314492800,8314499671,http://www.lagunitadistrict.org
36030707,Bass Lake Joint Elementary School District,CA,40096 Indian Springs Rd,Oakhurst,93644,5596421555,5592962515,http://www.basslakeschooldistrict.com/
36030708,Lakeport Unified School District,CA,2508 Howard Avenue,Lakeport,95453,7072623000,7072637332,http://www.lakeportusd.org
36030709,Bayshore Elementary School District,CA,155 Oriente Street,Daly City,94014,4154675443,,https://www.thebayshoreschool.org/
36030710,Borrego Springs Unified School District,CA,2281 Diegueno Rd.  Borrego,Springs,92004,7607675357,7607670494,http://www.bsusd.net
36030711,Lakeside Joint School District,CA,19621 Black Road  Los,Gatos,95033,4083542372,,http://www.lakesidelosgatos.org/
36030712,Brawley Elementary School District,CA,261 D Street,Brawley,92227,7603442330,7603448928,http://www.besd.org/
36030713,Burlingame School District,CA,1825 Trousdale Drive,Burlingame,94010,6502593800,6502593820,http://www.burlingameschools.org
36030714,Calexico Unified School District,CA,901 Andrade Ave.,Calexico,92231,,,https://www.cusdk12.org/#
36030716,Campbell Union School District,CA,155 N Third Street,Campbell,95008,4083644200,,http://www.campbellusd.org
36030717,Lakeside Union School District,CA,12335 Woodside Avenue,Lakeside,92040,6193902600,,https://www.lsusd.net/
36030718,Carpinteria Unified School District,CA,,,,,,https://www.cusd.net/
36030719,Caruthers Unified School District,CA,1 Tiller Ave,Caruthers,93609,5594956400,,https://www.caruthers.k12.ca.us/
36030720,Las Virgenes Unified School District,CA,4111 Las Virgenes Road,Calabasas,91302,8188804000,8188804200,https://www.lvusd.org/
36030721,Latrobe School District,CA,7900 S. Shingle Road,California,95682,5306770260,5306720463,https://www.latrobe.k12.ca.us/
36030723,Elverta Joint Elementary School District,CA,7900 Eloise Avenue,Elverta,95626,9169912244,9169910271,http://ejesd.net/
36030724,Encinitas Union School District,CA,101 S. Rancho Santa Fe Road,Encinitas,92024,7609444300,,http://www.eusd.net/
36030725,Centinela Valley Union High School District,CA,14901 S. Inglewood Avenue,Lawndale,90260,3102633200,,http://www.cvuhsd.org
36030726,Escondido Union High School District,CA,302 North Midway Drive,Escondido,92027,7602913200,,https://www.euhsd.org/
36030727,Escondido Union School District,CA,2310 Aldergrove Ave,Escondido,92029,7604322400,,https://eusd.org/
36030728,Eureka City Schools,CA,District Office 2100 J Street,Eureka,95501,7074412400,,http://www.eurekacityschools.org/
36030729,Central Union High School District,CA,351 W Ross Avenue  El,Centro,92243,7603364500,7603533606,http://www.cuhsd.net/
36030730,Central Unified School District,CA,4605 North Polk Avenue,Fresno,93722,5592744700,,http://https://www.centralunified.org/
36030732,Chico Unified School District,CA,1163 East Seventh Street,Chico,95928,5308913000,5308913220,http://www.chicousd.org
36030733,Fallbrook Union High School District,CA,2234 South Stage Coach Lane,Fallbrook,92028,7607236332,,https://www.fuhsd.net/
36030734,Ferndale Unified School District,CA,1231 Main Street,Ferndale,95536,7077865900,7077864865,https://ferndalek12.org/
36030735,Coalinga-Huron Unified School District,CA,657 Sunset St.,Coalinga,93210,5599357500,5599355329,https://www.chusd.org/
36030736,Fontana Unified School District,CA,9680 Citrus Avenue,Fontana,92335,9093575000,,http://www.fusd.net/Home
36030738,Forestville Union School District,CA,6321 Hwy 116,Forestville,95436,7078872279,7078872185,https://www.forestvilleusd.org/
36030739,Corning Union Elementary School District,CA,1005 Hoag Street,Corning,96021,5308247700,5308242493,https://www.corningelementary.org/
36030740,Fort Bragg Unified School District,CA,312 S. Lincoln St  Fort,Bragg,95437,7079612850,,http://sites.google.com/fbusd.us/district/home
36030741,Corona-Norco Unified School District,CA,2820 Clark Ave,Norco,92860,9517365000,9517365016,https://www.cnusd.k12.ca.us/
36030742,Fort Sage Unified School District,CA,100 D.S. Hall St.,Herlong,96113,5308272129,5308273239,http://fortsage.org/district_home
36030743,Fortuna Elementary School District,CA,534 12th Street,Fortuna,95540,7077252293,,http://fortunaesd.com
36030744,Covina-Valley Unified School District,CA,519 E. Badillo St.,Covina,91723,6269747000,,http://www.c-vusd.org
36030745,Franklin-McKinley Elementary School District,CA,645 Wool Creek Drive  San,Jose,95112,4082836000,,https://www.fmsd.org/
36030746,Cucamonga School District,CA,8776 Archibald Avenue  Rancho,Cucamonga,91730,9099878942,9099803628,https://cucamonga-ca.schoolloop.com/
36030747,Fremont Union High School District,CA,589 W. Fremont Ave,Sunnyvale,94087,4085222200,,https://www.fuhsd.org/
36030748,Cypress School District,CA,5816 Corporate Avenue Suite 100,Cypress,90630,7142206900,,http://www.cypsd.org/
36030750,Davis Joint Unified School District,CA,526 B Street,Davis,95616,5307575300,5307575323,http://www.djusd.net
36030751,Gerber Union Elementary School District,CA,23014 Chard Ave,Gerber,96035,5303851041,5303851451,http://www.gerberschool.org/
36030752,Del Norte County Unified School District,CA,301 W Washington Blvd,Crescent City,95531,7074646141,7074640238,https://www.dnusd.org
36030753,Delano Joint Union High School District,CA,1720 Norwalk Street,Delano,93215,6617254000,6617219390,http://www.djuhsd.org/
36030755,Delano Union School District,CA,1405 12th Avenue,Delano,93215,6617215000,6617252446,http://www.duesd.org
36030756,Glendora Unified School District,CA,500 N. Loraine Ave.,Glendora,91741,6269631611,,http://www.glendora.k12.ca.us/
36030757,Desert Center Unified School District,CA,1434 Kaiser Rd PO Box 6  Desert,Center,92239,7604132646,7605026593,http://www.dcusd.us
36030758,Gold Trail Union School District,CA,1575 Old Ranch Road,Placerville,95677,5306263194,5306263199,http://www.gtusd.org/
36030759,Desert Sands Unified School District,CA,47-950 Dune Palms Rd  La,Quinta,92253,7607774200,,http://www.dsusd.us/
36030760,Dinuba Unified School District,CA,1327 E El Monte Way,Dinuba,93618,5595957200,,https://www.dinuba.k12.ca.us
36030761,Golden Feather Union School District,CA,2771 Pentz Rd.,Oroville,95965,5305333467,,http://gfusd.org/
36030762,Miller Creek School District,CA,"380 Nova Albion Way, San Rafael  San",Rafael,94903,4154923700,,http://www.millercreeksd.org
36030763,Golden Plains Unified School District,CA,22000 Nevada Street  San,Joaquin,93660,5592105801,5596932526,http://www.gpusd.org/
36030764,Duarte Unified School District,CA,,,,,,http://www.duarteusd.org/
36030765,Gorman Joint School District,CA,49847 Gorman School Road P.O. Box 104,Gorman,93243,6612486441,6612480604,http://www.gormanschool.com
36030766,Earlimart School District,CA,P.O. Box 11970 785 East Center Avenue,Earlimart,93219,6618493386,6618492352,https://www.earlimart.org/
36030767,Eastern Sierra Unified School District,CA,231 Kingsley St.,Bridgeport,93517,7609327443,7609327140,http://www.esusd.org/
36030768,Grant Elementary School District,CA,8835 Swasey Dr,Redding,96001,,,http://www.grantschoolcougars.com/
36030770,El Centro Elementary School District,CA,1256 Broadway  El,Centro,92243,7603525712,,http://www.ecesd.org/
36030771,El Rancho Unified School District,CA,,,,,,http://www.erusd.org/
36030772,Greenfield Union School District,CA,493 El Camino Real,Greenfield,93927,8316742840,8316743712,http://www.greenfield.k12.ca.us/
36030774,Emery Unified School District,CA,4727 San Pablo Avenue,Emeryville,94608,5106014906,,http://emeryusd.k12.ca.us/
36030775,Grenada Elementary School District,CA,516 Shasta Boulevard,Grenada,96038,5304362233,,http://www.grenadaesd.org/
36030777,Hacienda La Puente Unified School District,CA,15959 E. Gale Ave.  City of,Industry,91745,6269331000,,https://www.hlpschools.org/
36030778,Hamilton Unified School District,CA,620 Canal Street P.O. Box 488,Hamilton City,95951,5308263261,5308260440,https://www.husdschools.org/
36030779,Hanford Elementary School District,CA,714 N. White St.,Hanford,93230,5595853600,5595847833,http://www.hanfordesd.org/
36030780,Hanford Joint Union High School District,CA,823 W. Lacey Boulevard,Hanford,93230,5595835901,,http://www.hjuhsd.k12.ca.us/
36030781,Happy Valley Elementary School District,CA,3125 Branciforte Dr.  Santa,Cruz,95065,8314291456,8314296205,http://www.hvesd.com/
36030782,Pioneer Union Elementary School District,CA,1888 Mustang Dr.,Hanford,93230,5595852400,5595852420,https://www.puesd.net/
36030783,Pittsburg Unified School District,CA,2000 Railroad Avenue,Pittsburg,94565,9254732300,9254391650,https://pittsburgusd.net/
36030784,Pixley Union School District,CA,300 N. School St,Pixley,93256,5597575207,,http://pixley.k12.ca.us/
36030785,Planada Elementary School District,CA,PO Box 236,Planada,95365-0236,2093820756,2093821750,http://www.planada.org/
36030786,Pleasant View Elementary School District,CA,14004 Road 184,Porterville,93257-9061,5597846769,5597846819,http://pleasant-view.org/
36030787,Pomona Unified School District,CA,P.O. Box 2900,Pomona,91769-2900,9093974800,9093974881,http://proudtobe.pusd.org/
36030788,Pond Union School District,CA,29585 Pond Rd,Wasco,93280-9772,6617922545,6617925099,http://www.pond.k12.ca.us/
36030789,Porterville Unified School District,CA,600 West Grand Ave.,Porterville,93257,5597932400,,http://www.portervilleschools.org/
36030790,Portola Valley School District,CA,4575 Alpine Road  Portola,Valley,94028,6508511777,,http://www.pvsd.net/
36030791,Poway Unified School District,CA,15250 Avenue of Science  San,Diego,92128-3406,8585212800,,http://www.powayusd.com/
36030792,Wilsona School District,CA,18050 East Avenue O,Palmdale,93591,6612641111,6612613259,http://www.wilsonasd.net/
36030793,Woodlake Unified School District,CA,300 W. Whitney Ave,Woodlake,93286,5595648081,5595643831,http://https://www.w-usd.org/
36030794,Yreka Union High School District,CA,400 Preece Way,Yreka,96097,5308422521,5308421759,http://www.yuhsd.net
36030795,Yuba City Unified School District,CA,"425 Plumas Blvd. , Suite 200",Yuba City,95991,5308225200,,http://www.ycusd.org/
36030796,Washington Unified School District,CA,930 Westacre Rd  West,Sacramento,95691-3224,9163757600,9163757619,http://www.wusd.k12.ca.us/
36030797,El Dorado Union High School District,CA,4675 Missouri Flat Rd.,Placerville,95667,5306225081,5306225087,http://www.eduhsd.k12.ca.us/
36030798,Woodland Joint Unified School District,CA,435 6th Street,Woodland,95695,5306620201,,https://www.wjusd.org/
36030799,Capistrano Unified School  District,CA,33122 Valle Rd  San Juan,Capistrano,92675,9492349200,9494938729,https://www.capousd.org/#
36030800,Huntington Beach Union High School District,CA,5832 Bolsa Avenue  Huntington,Beach,92649,7149037000,,https://www.hbuhsd.edu/
36030801,Goleta Union School  District,CA,401 North Fairview Avenue,Goleta,93117,8056811200,,https://www.gusd.us/
36030802,Bonny Doon Union Elementary School District,CA,1492 Pine Flat Road  Santa,Cruz,95060,8314272300,,http://www.bduesd.org
36030803,Mountain View Los Altos High School District,CA,1299 Bryant Ave.  Mountain,View,94040,6509404650,6509611346,https://www.mvla.net/
36030804,Yolo County Office of Education,CA,"1280 Santa Anita Court, Suite 100",Woodland,95776,5306686700,5306683702,https://www.ycoe.org/
36030805,Huntington Beach City School District,CA,8750 Dorsett Drive  Huntington,Beach,92646,7149648888,,https://www.hbcsd.k12.ca.us/
36030807,Arvin Union School District,CA,,,,,,https://www.arvinschools.com/
36030808,Montecito Union School  District,CA,385 San Ysidro Road  Santa,Barbara,93108,8059693249,8059699714,https://www.montecitou.org/
36030809,Monterey Peninsula Unified School District,CA,700 Pacific St.,Monterey,93942,8316451200,,http://www.mpusd.net/
36030810,Carmel Unified School  District,CA,4380 Carmel Valley Road,Carmel,93923,8316241546,8316241726,http://www.carmelunified.org/
36030811,Colfax Elementary School  District,CA,24825 Ben Taylor Rd.,Colfax,95713,5303462202,5303462205,http://www.colfax.k12.ca.us/
36030812,Buckeye Union Elementary School  District,CA,5049 Robert J. Mathews Parkway  El Dorado,Hills,95762,5306772261,9169340920,
36030813,Charter Oak Unified School District,CA,,,,,,http://www.cousd.net
36030814,Columbia Union School District,CA,22540 Parrots Ferry Road,Columbia,95310,2095320202,2095337709,http://www.cusd49.com/
36030815,Washington Colony Elementary School District,CA,130 E. Lincoln Ave,Fresno,93706,5532330706,,https://www.washingtoncolony.org/
36030816,Luther Burbank School District,CA,4 Wabash Avenue  San,Jose,95128,4082952450,4082953168,https://www.lbsd.k12.ca.us/
36030817,Vista Del Mar Union School District,CA,9467 San Julian Road,Gaviota,93117,8056861880,,http://www.vdmusd.org
36030818,Waterford Unified School  District,CA,"219 North Reinway Ave, Building 2",Waterford,95386,2098741809,2098743109,http://www.waterford.k12.ca.us
36030819,Bonita Unified School  District,CA,115 W. Allen Ave.  San,Dimas,91773,9099718200,,http://do.bonita.k12.ca.us/
36030820,Castaic Union School District,CA,28131 Livingston Ave.,Valencia,91355,6612574500,6612573596,http://www.castaicusd.com
36030821,Escalon Unified School  District,CA,1520 Yosemite Ave,Escalon,95320,2098383591,2098386703,http://www.escalonusd.org/
36030822,Alview-Dairyland Union Elementary School  District,CA,12861 Avenue 18 1/2,Chowchilla,93610,5596652394,5596657347,https://www.adusd.k12.ca.us/
36030823,Atwater Elementary School  District,CA,1401 Broadway Ave.,Atwater,95301,2093576100,,https://www.aesd.edu/
36030824,Cabrillo Unified School District,CA,498 Kelly Avenue  Half Moon,Bay,94019,6507127100,6507260279,http://www.cabrillo.k12.ca.us/
36030825,Durham Unified School  District,CA,PO Box 300,Durham,95938,5308954675,,http://durhamunified.org/
36030826,Fairfield-Suisun Unified School District,CA,2490 Hilborn Road,Fairfield,94534,7073995000,,https://www.fsusd.org/
36030827,Galt Joint Union Elementary School  District,CA,"1018 C Street, Suite 210",Galt,95632,2097444545,2097444553,https://gjuesd-ca.schoolloop.com/
36030828,Geyserville Unified School  District,CA,1300 Moody Lane,Geyserville,95441,7078573592,7074318148,https://www.gusd.com/
36030829,Gustine Unified School  District,CA,1500 Meredith Ave.,Gustine,95322,2098543784,,https://www.gustineusd.org/
36030830,Madera Unified School District,CA,1902 Howard Road,Madera,93637,5596754500,,
36030831,Marcum-Illinois Union Elementary School  District,CA,2452 El Centro Blvd  East,Nicolaus,95659,5306562407,5307554302,https://www.marcum-illinois.org/
36030832,Mountain Empire Unified School District,CA,3291 Buckman Springs Rd.  Pine,Valley,91962,6194739022,,https://www.meusd.org
36030833,San Juan Unified School District,CA,3738 Walnut Avenue,Carmichael,95608,9169717111,,http://www.sanjuan.edu/
36030834,Southern Trinity Joint Unified School  District,CA,680 Van Duzen Rd  Mad,River,95526,7075746237,7075746538,http://www.stjusd.org/index.php/district-information
36030835,Susanville School District,CA,,,,,,http://www.susanvillesd.org/#
36030837,Bassett Unified School  District,CA,904 Willow Avenue  La,Puente,91746,6269313000,6269313020,http://www.bassettusd.org
36030838,Vallejo City Unified School  District,CA,665 Walnut Ave,Vallejo,94592,7075568921,,https://www.vcusd.org
36030839,Vineland School  District,CA,14713 Weedpatch Hwy.,Bakersfield,93307,6618453713,6618458449,https://vinelandsd.org/
36030840,Westside Elementary School District,CA,19191 W. Excelsior Avenue PO Box 398 Five,Points,93624,5598842492,5598842206,http://www.westside-elem.k12.ca.us
36030843,Scotts Valley Unified School District,CA,"108 Whispering Pines Drive, Suite 115  Scotts",Valley,95066,8314381820,,https://www.scottsvalleyusd.org/
36030845,Scott Valley Unified School District,CA,11918 Main St.  Fort,Jones,96032-0687,5304682727,5304682729,https://www.svusd.us/#
36030846,Westside Union Elementary School District,CA,41914 50th Street West  Quartz,Hill,93536,6617220716,,https://www.westside.k12.ca.us/
36030849,College Community School District,IA,District Main Office 8005 Prairie Spirit Lane Drive SW Cedar,Rapids,52404,3198485340,3198484019,https://www.crprairie.org/
36030850,California State Association of Counties,CA,"1100 K Street, Suite 101",Sacramento,95814,9163277500,,https://www.counties.org/
36030854,Sullivan School District,MO,138 Taylor Street,Sullivan,63080,5734685171,5734687720,http://www.sullivaneagles.org
36030855,CSBA Sample Manual Site,CA,,,,,,http://www.csba.org
36030856,Niangua R-V Schools,MO,,,,,,https://www.nianguaschools.com
36030857,Idaho School Boards Association,ID,,,,,,http://www.idsba.org
36030862,Lincoln County Schools,GA,423 Metasville Road,Lincolnton,30817,7063593742,,http://www.lincolncountyschools.org
36030863,Junction Elementary School District,CA,9087 Deschutes Rd.  Palo,Cedro,96073,5305473274,5305474080,https://www.junctionesd.net/
36030866,Olin Consolidated School District,IA,212 Trilby Street,Olin,52320,3194842170,,https://www.olin.k12.ia.us/
36030867,Emmett Independent School District 221,ID,119 N Wardwell Ave,Emmett,83617,2083656301,2083652961,http://www.emmettschools.org
36030870,Banta Unified School District,CA,22375 El Rancho Road,Tracy,95304,2092294651,2098359851,https://bantasd.org
36030871,Summerville Elementary School District,CA,18451 Carter Street,Tuolumne,95379,2099284291,2099281602,http://www.sumel.k12.ca.us/
36030872,Haleyville City Schools,AL,2011 20th Street,Haleyville,35565,2054869231,,http://www.haley-k12.us
36030873,Bibb County Schools,AL,721 Walnut Street,Centreville,35042,2059269881,,http://www.bibbed.org
36030875,Murphy Elementary School District,AZ,3140 West Buckeye Road,Phoenix,85009,6023535004,,http://www.msdaz.org/
36030876,Avila Beach Charter School,CA,1636 Caldwell Dr.,Solvang,93463,8056881717,,https://www.avilabeachcharter.org
36030877,Boise School District,ID,8169 West Victory Road,Boise,83709,2088544000,,http://www.boiseschools.org/
36030880,Junction City Elementary School District,CA,430 Red Hill Road,Junction City,96048,5306236381,,http://www.jcesd.org/
36030881,Brea Olinda Unified School District,CA,"1 Civic Center Circle, Level 2",Brea,92821,7149907800,7145292137,https://www.bousd.us/
36030883,Big Springs Union Elementary School District,CA,7405 Highway A-12,Montague,96064,5304593189,5304593201,http://www.bigspringsschool.org/
36030884,Gulf Shores City Schools,AL,300 East 16th Avenue  Gulf,Shores,36542,2519689873,2519689855,http://www.gsboe.org/
36030885,Winston-Salem/Forsyth County,NC,PO Box 2513,Winston-Salem,27102-2513,3367272816,3366616572,https://www.wsfcs.k12.nc.us/
36030886,Pell City Schools,AL,3105 15th Avenue North,Pell City,35125,2058844440,,http://pellcityschools.net/
36030887,St. Louis Language Immersion School,MO,1881 Pine Street  St.,Louis,63103,3145330975,,http://www.sllis.org
36030888,River Valley Community School District,IA,916 Hackberry St,Correctionville,51016,7123724656,7123724784,https://www.rvwolverines.org/
36030890,Middleton School District No. 134,ID,5 S. Viking Avenue,Middleton,83644,,,https://www.msd134.org/
36030891,West Sonoma County Union High School District,CA,462 Johnson Street,Sebastopol,95472,7078246403,7078232629,https://wscuhsd.org
36030892,Cardinal Community School District,IA,4045 Ashland Rd,Eldon,52554,,,http://cardinalcomet.com
36030893,Esparto Unified School District,CA,,,,,,https://www.eusdk12.org/
36030895,San Ysidro School District,CA,4350 Otay Mesa Road  San,Ysidro,92173,6194284476,,https://www.sysdschools.org/
36030896,Chowchilla Union High School District,CA,805 Humboldt Ave.,Chowchilla,93610,5596653662,5596651881,http://www.chowchillahigh.k12.ca.us/
36030897,Bullock County Schools,AL,108 Hardaway Avenue  Union,Springs,36089,3345131416,,http://bullockcounty.schoolinsites.com/
36030900,Valle Lindo Elementary School District,CA,1431 N. Central Ave.  South El,Monte,91733,6265800610,6265751534,https://www.vallelindo.k12.ca.us/
36030901,Smee School District 15-3,SD,,,,,,http://www.smee.k12.sd.us/
36030903,Barstow Unified School  District,CA,"551 S. Ave H,",Barstow,92311,7602556000,,https://www.busdk12.com/
36030905,Kootenai School District #274,ID,13030 E. O'Gara Rd,Harrison,83833,2086893631,2086893641,https://sd274.com/
36030906,Cloverdale Unified School District,CA,97 School St.,Cloverdale,95425,7078941993,,http://www.cusd.org
36030907,Central Union School District,CA,15783 18th Avenue,Lemoore,93245,5599243405,5599241153,http://www.central.k12.ca.us/
36030908,Fieldbrook Elementary School District,CA,4070 Fieldbrook Rd,McKinleyville,95519,7078393201,,http://www.fbk8.org/
36030909,Freshwater Elementary School District,CA,75 Greenwood Heights Drive,Eureka,95503,7074422969,7074429527,http://www.freshwatersd.org/
36030910,Greenfield Union Elementary School District,CA,1624 Fairview Road,Bakersfield,933007,6618376000,6618322873,http://www.gfusd.net/
36030911,Hesperia Unified School District,CA,15576 Main St,Hesperia,92345-3482,7602444411,7602442806,https://www.hesperiausd.org/
36030912,Palo Verde Union School District,CA,9637 Ave. 196,Tulare,93274,5596880648,5596880640,http://www.palo-verde.k12.ca.us/
36030915,Pleasant Ridge Union School District,CA,22580 Kingston Lane  Grass,Valley,95949,5302682800,5302682804,http://www.prsd.us/
36030916,Springville Community Schools,IA,602 Mill Avenue,Springville,52336,3198546197,3198546199,http://www.springville.k12.ia.us
36030917,Morgan County Schools,AL,,,,,,https://www.morgank12.org
36030918,Hermitage R-IV Schools,MO,,,,,,http://www.hermitage.k12.mo.us
36030919,Paramount Unified School District,CA,15110 California Ave,Paramount,90723-4320,5626026000,5626028123,http://www.paramount.k12.ca.us/
36030920,Pacific Union Elementary School District,CA,3001 Janes Road,Arcata,95521,7078224619,,http://www.pacificunionschool.org/
36030921,Wiseburn Unified School District,CA,201 N. Douglas Street  El,Segundo,90245,3107252101,,http://www.wiseburn.org/
36030922,Evergreen Union School District,CA,19500 Learning Way,Cottonwood,96022,5303473411,5303477954,https://www.evergreenusd.org/
36030924,Montgomery Public Schools,AL,307 S. Decatur Street,Montgomery,36104,3342236700,3342236701,http://www.mps.k12.al.us
36030926,West Shore Educational Service District,MI,2130 West US-10,Ludington,49431,2317573716,,http://www.wsesd.org
36030927,McIntosh Trail CSB,GA,P.O. Box 1320,Griffin,30224,7703585252,7702293223,http://www.mctrail.org/
36030929,Oak Grove School District,CA,6578 Santa Teresa Blvd.  San,Jose,95119-1204,4082278300,,http://www.ogsd.net/
36030931,Mono County Office of Education,CA,,,,,,http://monocoe.org
36030932,Modesto City Schools,CA,426 Locust Street,Modesto,95351,2095741500,,http://www.mcs4kids.com/district
36030933,Inyo County Office of Education,CA,166 Grandview Drive,Bishop,93514,7608733262,7608733324,https://inyocoe.org/
36030934,New Hanover County Schools,NC,,,,,,https://www.nhcs.net/
36030935,Center Point-Urbana CSD,IA,145 Iowa St/PO Box 296  Center,Point,52213,3198491102,3198492312,http://www.cpuschools.org
36030936,Rock Port R-II Schools,MO,,,,,,http://www.rockport.k12.mo.us
36030937,Albany R-III Schools,MO,,,,,,http://www.albany.k12.mo.us
36030938,West Lyon Community Schools,IA,1787 Iowa 182nd Street,Inwood,51240,7127534917,,https://www.wlwildcats.org/
36030940,Hope Elementary School District (Porterville),CA,613 W Teapot Dome Avenue,Porterville,93257,5597841064,5597841905,http://www.hope-esd.org/
36030941,North Carolina Cyber Academy,NC,2800 Meridian Parkway Suite 150,Durham,27713,9842629237,9194060063,http://myncca.com
36030942,Anniston City Schools,AL,4804 McClellan Blvd.,Anniston,36206,2562315000,,https://www.annistonschools.com/Domain/8
36030943,Lake Preston School District 38-3,SD,,,,,,http://www.lakepreston.k12.sd.us
36030944,Van Meter Community School District,IA,520 1st Avenue  Van,Meter,50261,5159962221,5159962488,https://www.vmbulldogs.com/
36030949,Washington State Board of Education,WA,600 Washington Street SE P.O. Box 47206,Olympia,47206,3607256025,,http://www.sbe.wa.gov
36030950,Butte County Office of Education,CA,1859 Bird Street,Oroville,95965,5305325650,,https://www.bcoe.org/
36030951,Raymondville R-VII,MO,,,,,,https://www.rville.k12.mo.us/
36030954,IASB Policy Management Console,IA,,,,,,
36030957,Clarke County School District,GA,595 Prince Avenue,Athens,30601,7065467721,,https://www.clarke.k12.ga.us/Page/1
36030958,Midway School District,CA,259 F St.,Fellows,93224,6617684344,6617684746,http://midwayschooldistrict.org/
36030959,Alvina Elementary Charter School District,CA,295 West Saginaw Ave,Caruthers,93609,5598649411,5598641808,https://www.alvinaelementaryschool.org/
36030960,Weldon City Schools,NC,301 Mulberry Street,Weldon,27890,2525364821,,https://www.weldoncityschools.org/
36030961,North Polk Community Schools,IA,13930 NE 6th St,Alleman,50007,5159843400,,https://www.northpolk.org/
36030962,Fowler Unified School District,CA,658 E. Adams Ave,Fowler,93625,5598346080,5598343390,https://www.fowlerusd.org/
36030964,San Gabriel Valley ROP,CA,1134 South Barranca Avenue,Glendora,91740,6264725121,,https://www.sgvrop.org/
36030965,Poplar Bluff R-I Schools,MO,1110 N. Westwood Boulevard  Poplar,Bluff,63901,5737857751,5737850336,https://www.poplarbluffschools.net/
36030967,Malden R-I,MO,,,,,,https://www.maldenmoschools.org/
36030968,Planned Parenthood Southeast,GA,241 Peachtree St NE #400,Atlanta,30303,,,https://www.plannedparenthood.org/planned-parenthood-southeast
36030969,Prairie Lakes Area Education Agency,IA,500 NE 6th St,Pocahontas,50574,7123353588,,https://www.plaea.org/
36030971,ARSBA Policy Management Console,AR,,,,,,
36030972,South O'Brien School District,IA,216 S Rutledge Street,Paullina,51046,7129492115,,https://www.soswolverines.org/
36030973,Gridley Unified School District,CA,429 Magnolia Street,Gridley,95948,5308464721,,http://www.gusd.org/
36030974,Weed Union Elementary School District,CA,575 White Avenue,Weed,96094,5309386103,5309382973,https://wes-weed-ca.schoolloop.com/
36030976,Whittier City Elementary School District,CA,7211 S. Whittier Ave,Whittier,90602,5627893000,,https://www.whittiercity.net/
36030977,Barbour County School District,AL,PO Box 429,Clayton,36016,3347753453,3347757301,https://www.barbourcountyschools.org/
